user_name,raw_timestamp_part_1,raw_timestamp_part_2,cvtd_timestamp,new_window,num_window,roll_belt,pitch_belt,yaw_belt,total_accel_belt,kurtosis_roll_belt,kurtosis_picth_belt,kurtosis_yaw_belt,skewness_roll_belt,skewness_roll_belt.1,skewness_yaw_belt,max_roll_belt,max_picth_belt,max_yaw_belt,min_roll_belt,min_pitch_belt,min_yaw_belt,amplitude_roll_belt,amplitude_pitch_belt,amplitude_yaw_belt,var_total_accel_belt,avg_roll_belt,stddev_roll_belt,var_roll_belt,avg_pitch_belt,stddev_pitch_belt,var_pitch_belt,avg_yaw_belt,stddev_yaw_belt,var_yaw_belt,gyros_belt_x,gyros_belt_y,gyros_belt_z,accel_belt_x,accel_belt_y,accel_belt_z,magnet_belt_x,magnet_belt_y,magnet_belt_z,roll_arm,pitch_arm,yaw_arm,total_accel_arm,var_accel_arm,avg_roll_arm,stddev_roll_arm,var_roll_arm,avg_pitch_arm,stddev_pitch_arm,var_pitch_arm,avg_yaw_arm,stddev_yaw_arm,var_yaw_arm,gyros_arm_x,gyros_arm_y,gyros_arm_z,accel_arm_x,accel_arm_y,accel_arm_z,magnet_arm_x,magnet_arm_y,magnet_arm_z,kurtosis_roll_arm,kurtosis_picth_arm,kurtosis_yaw_arm,skewness_roll_arm,skewness_pitch_arm,skewness_yaw_arm,max_roll_arm,max_picth_arm,max_yaw_arm,min_roll_arm,min_pitch_arm,min_yaw_arm,amplitude_roll_arm,amplitude_pitch_arm,amplitude_yaw_arm,roll_dumbbell,pitch_dumbbell,yaw_dumbbell,kurtosis_roll_dumbbell,kurtosis_picth_dumbbell,kurtosis_yaw_dumbbell,skewness_roll_dumbbell,skewness_pitch_dumbbell,skewness_yaw_dumbbell,max_roll_dumbbell,max_picth_dumbbell,max_yaw_dumbbell,min_roll_dumbbell,min_pitch_dumbbell,min_yaw_dumbbell,amplitude_roll_dumbbell,amplitude_pitch_dumbbell,amplitude_yaw_dumbbell,total_accel_dumbbell,var_accel_dumbbell,avg_roll_dumbbell,stddev_roll_dumbbell,var_roll_dumbbell,avg_pitch_dumbbell,stddev_pitch_dumbbell,var_pitch_dumbbell,avg_yaw_dumbbell,stddev_yaw_dumbbell,var_yaw_dumbbell,gyros_dumbbell_x,gyros_dumbbell_y,gyros_dumbbell_z,accel_dumbbell_x,accel_dumbbell_y,accel_dumbbell_z,magnet_dumbbell_x,magnet_dumbbell_y,magnet_dumbbell_z,roll_forearm,pitch_forearm,yaw_forearm,kurtosis_roll_forearm,kurtosis_picth_forearm,kurtosis_yaw_forearm,skewness_roll_forearm,skewness_pitch_forearm,skewness_yaw_forearm,max_roll_forearm,max_picth_forearm,max_yaw_forearm,min_roll_forearm,min_pitch_forearm,min_yaw_forearm,amplitude_roll_forearm,amplitude_pitch_forearm,amplitude_yaw_forearm,total_accel_forearm,var_accel_forearm,avg_roll_forearm,stddev_roll_forearm,var_roll_forearm,avg_pitch_forearm,stddev_pitch_forearm,var_pitch_forearm,avg_yaw_forearm,stddev_yaw_forearm,var_yaw_forearm,gyros_forearm_x,gyros_forearm_y,gyros_forearm_z,accel_forearm_x,accel_forearm_y,accel_forearm_z,magnet_forearm_x,magnet_forearm_y,magnet_forearm_z,classe
adelmo,1322832871,976396,02/12/2011 13:34,yes,548,127,-41,162,18,2.246234,7.770402,#DIV/0!,2.037747,-3.072669,#DIV/0!,162,18,2.2,161,17,2.2,1,1,0.0000,0.1,127,0,0,-40.6,0.2,0,161.1,0.4,0.13,0.13,0.11,-0.15,47,46,-162,171,608,-319,3.47,41.8,-76.1,29,21.8677,-0.7853,3.3085,10.9459,26.1719,10.0744,101.4927,-61.2277,9.0413,81.7442,0.58,-0.72,1.07,-278,-24,-27,-324,353,536,-0.93301,-0.92629,-1.11419,-0.22991,0.21611,-0.10116,41.8,-43.7,29,6.3,-76.1,13,35.53,32.4,16,54.6,-26.8,-94.8,-0.1633,0.5604,#DIV/0!,-0.8524,0.7286,#DIV/0!,-25.2,-84.5,-0.2,-34.9,-98.2,-0.2,9.75,13.75,0.00,18,0.8039,55.759,3.6902,13.6176,-28.5214,2.5525,6.5151,-92.7283,3.1411,9.8666,0.19,0.08,-0.16,-47,92,-144,-543,310,30,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,42,6.08696,0,0,0,0,0,0,0,0,0,1.08,0.06,0.36,2,410,-55,-57,714,445,C
adelmo,1322832873,984314,02/12/2011 13:34,yes,550,127,-40.3,160,18,19.810708,#DIV/0!,#DIV/0!,-4.575081,#DIV/0!,#DIV/0!,161,18,19.8,160,18,19.8,1,0,0.0000,0,127,0.2,0,-40.7,0.1,0,161,0.2,0.04,0.05,0.11,-0.21,54,44,-162,168,602,-311,-15.2,-23,-26.5,5,11.8434,-18.6109,5.1426,26.4468,-42.1044,7.3071,53.3936,-19.3,7.7799,60.5264,2.09,-1,0.87,-16,-48,3,553,75,414,-0.16063,-0.48233,-0.01548,0.87552,-0.79493,-0.89588,-23,-11,17,-49.6,-37.2,5,26.6,26.2,12,45.3,-29.6,-101.7,1.2173,-0.5028,#DIV/0!,-1.1837,-0.0587,#DIV/0!,-26.7,-92.3,1.2,-37.9,-105.7,1.2,11.16,13.4,0.00,17,0.2374,47.9736,3.4967,12.227,-30.3154,2.5267,6.3844,-98.7905,3.0226,9.1363,0.14,0.05,-0.23,-48,72,-140,-566,239,60,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,52,8.93636,0,0,0,0,0,0,0,0,0,0.77,1.93,0.56,-194,469,-23,-465,770,619,C
adelmo,1322832878,984289,02/12/2011 13:34,yes,554,127,-41,161,18,#DIV/0!,9.296951,#DIV/0!,#DIV/0!,-3.308673,#DIV/0!,161,18,#DIV/0!,161,17,#DIV/0!,0,1,#DIV/0!,0.1,127,0,0,-41.1,0.1,0,161,0,0,0.06,0.11,-0.2,50,46,-163,164,603,-307,-20.3,-37.1,-33.4,12,62.5239,-8.1108,4.5707,20.891,1.606,28.3005,800.9155,-64.4792,16.8435,283.704,0.03,-0.47,0.77,74,-86,-30,701,9,233,-1.62578,-1.22672,-1.62912,0.01730,0.33995,0.06350,38.8,-33.4,30,-37.1,-84.8,8,75.9,51.4,22,47.4,-29.7,-99.8,1.5584,4.0842,#DIV/0!,-0.5718,-1.1404,#DIV/0!,-20.9,-92.3,1.6,-38,-108.2,1.6,17.16,15.96,0.00,17,0.4456,48.7972,3.5886,12.8781,-29.5632,3.0284,9.1713,-98.4805,2.8367,8.0467,0.14,0.14,-0.18,-48,75,-138,-558,261,72,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,42,14.41727,0,0,0,0,0,0,0,0,0,1.2,-1.28,0.02,-189,369,4,-621,685,743,C
adelmo,1322832880,932315,02/12/2011 13:34,yes,556,127,-41.5,161,18,-0.599303,0.961382,#DIV/0!,1.195861,-1.708728,#DIV/0!,162,18,-0.6,161,17,-0.6,1,1,0.0000,0.2,127,0,0,-41.5,0.1,0,161.3,0.4,0.19,0.14,0.11,-0.16,48,43,-159,166,603,-310,-6.92,20.2,-76.7,24,4.0988,-8.9298,0.8715,0.7594,32.0932,4.9808,24.8081,-77.0614,6.3478,40.2941,-1.64,0.05,0.34,-219,-21,73,-64,268,608,-0.54013,-0.29445,-0.05931,-0.77867,0.88873,-0.84004,37.5,-62.1,28,20.2,-83.8,21,17.3,21.7,7,59,-27.3,-90.4,-0.0334,0.5601,#DIV/0!,-0.8005,0.2987,#DIV/0!,-24.3,-81.9,0.0,-32.7,-98.1,0.0,8.37,16.23,0.00,18,0.3298,58.5405,3.551,12.6095,-27.5615,2.0554,4.2248,-90.6639,3.2728,10.7114,0.18,0.05,-0.23,-47,97,-137,-532,326,38,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,38,8.77167,0,0,0,0,0,0,0,0,0,0.74,1.27,0.25,16,368,-33,-16,711,517,C
adelmo,1322832883,992310,02/12/2011 13:34,yes,558,127,-41.4,162,18,-0.348747,2.392365,#DIV/0!,-0.097005,-2.072286,#DIV/0!,163,18,-0.3,161,17,-0.3,2,1,0.0000,0.1,126.8,0.4,0.2,-41.7,0.3,0.1,162.2,0.6,0.35,0.13,0.11,-0.16,49,44,-160,166,604,-303,-9.34,-11.3,-58.7,11,23.84,-12.0188,1.8377,3.3771,28.3375,16.5833,275.0071,-76.4292,7.6741,58.891,-1.99,0.06,0.54,-86,-45,51,414,132,508,-0.14153,-0.51509,0.88396,-1.10297,0.69557,-1.34864,42.3,-58.7,29,-11.3,-85.4,11,53.6,26.7,18,46.9,-28.4,-101,-0.3032,-0.1157,#DIV/0!,0.0881,-0.1317,#DIV/0!,-25.4,-94.7,-0.3,-33.1,-104.7,-0.3,7.75,10.03,0.00,18,0.2939,47.2013,2.7157,7.3752,-29.3849,1.883,3.5455,-100.0858,2.1441,4.5971,0.05,0.05,-0.11,-49,79,-148,-558,259,42,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,43,14.91445,0,0,0,0,0,0,0,0,0,1.24,0.16,0.72,8,419,-35,-51,730,521,C
adelmo,1322832885,976277,02/12/2011 13:34,yes,560,125,-43.9,167,18,-0.576684,-0.461640,#DIV/0!,0.960632,-1.247745,#DIV/0!,167,18,-0.6,162,17,-0.6,5,1,0.0000,0.2,126,0.8,0.6,-42.2,0.9,0.8,163.3,1.7,3.06,0.19,0.11,-0.13,46,47,-159,172,601,-326,-13.7,38.2,-88.8,30,62.2659,-16.8259,6.2113,38.5797,4.7376,27.6362,763.7593,-56.4852,22.9885,528.4722,0.29,-0.39,0.8,-290,-43,-34,-372,334,527,-1.35241,-1.42390,-1.45288,-0.33138,0.05601,0.07842,38.2,-23.2,31,-40.3,-88.8,7,78.5,65.6,24,45.5,-29.5,-101.5,0.9497,0.1654,#DIV/0!,-0.6930,-0.0474,#DIV/0!,-24.7,-87.1,0.9,-42.6,-111.7,0.9,17.9,24.58,0.00,17,0.3396,44.4403,9.6744,93.5947,-32.2709,3.5932,12.9107,-100.0718,5.4913,30.1542,0.19,0.14,0.03,-49,74,-143,-563,251,51,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,49,5.03459,0,0,0,0,0,0,0,0,0,0.75,2.23,0.95,-63,479,-27,-335,811,640,C
adelmo,1322832887,996314,02/12/2011 13:34,yes,562,125,-41.9,164,17,-0.561297,4.769103,#DIV/0!,-0.367763,2.561045,#DIV/0!,167,18,-0.6,163,17,-0.6,4,1,0.0000,0.1,124.6,0.5,0.2,-42.6,0.5,0.3,165.2,1.1,1.24,0.16,0.11,-0.1,56,38,-153,166,607,-308,-14.4,6.12,-54.2,15,4.5677,-23.26,3.8396,14.7429,-25.9373,13.5588,183.8419,-35.4733,7.49,56.0997,2.04,-1.09,1.2,-139,-32,43,217,235,575,0.01574,0.18470,0.22863,1.21211,-1.13544,-0.87457,6.1,-28.3,15,-36.5,-54.2,6,42.62,25.9,9,52.7,-30.1,-94.8,1.6888,-0.8310,#DIV/0!,0.0914,-0.1582,#DIV/0!,-23.1,-93,1.7,-38,-106.7,1.7,14.86,13.77,0.00,16,0.3909,46.9096,4.9079,24.0875,-30.7467,2.8372,8.0497,-99.3871,3.5446,12.5644,0.14,0.06,-0.11,-46,78,-126,-565,235,77,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,44,3.35859,0,0,0,0,0,0,0,0,0,0.9,0.19,0.56,-323,288,26,-703,473,698,C
adelmo,1322832888,988285,02/12/2011 13:34,yes,563,124,-42.2,165,17,-0.694352,-1.122700,#DIV/0!,-0.517409,0.963987,#DIV/0!,166,18,-0.7,164,17,-0.7,2,1,0.0000,0.2,124.2,0.6,0.4,-42.5,0.2,0.1,165.3,0.7,0.45,0.06,0.13,-0.18,47,44,-157,165,608,-295,-8.95,32.1,-90.9,27,16.3616,-10.8644,1.082,1.1708,30.1084,8.7206,76.0497,-81.64,12.4411,154.7815,-0.53,0.14,0.3,-262,-10,-14,-267,365,533,0.28249,-0.95561,0.45750,-1.20029,0.62956,-1.18842,37.8,-55.7,30,7.9,-94.9,15,29.91,39.2,15,54.6,-28.5,-93.9,-0.2561,-0.5486,#DIV/0!,0.0621,0.1231,#DIV/0!,-26.4,-87.8,-0.3,-36.2,-106.4,-0.3,9.83,18.59,0.00,17,0.3253,47.802,5.7798,33.4062,-31.071,2.0999,4.4096,-98.4132,4.8112,23.1477,0.24,0.1,-0.02,-46,85,-132,-544,288,41,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,45,8.68182,0,0,0,0,0,0,0,0,0,0.79,2.22,1.03,-76,439,-9,-363,827,695,C
adelmo,1322832882,988331,02/12/2011 13:34,yes,614,126,-41.7,162,18,-0.080411,-1.894049,#DIV/0!,1.308135,-0.419785,#DIV/0!,165,18,-0.1,161,17,-0.1,4,1,0.0000,0.2,126.4,0.5,0.3,-41.7,0.1,0,162,0.2,0.05,0.13,0.11,-0.16,51,43,-161,164,604,-303,-13.6,35.5,-69.8,26,34.0066,-16.8279,4.6736,21.8425,-0.4137,24.4593,598.2593,-45.2256,14.5537,211.811,1.24,-0.64,0.64,-255,-31,8,-213,279,605,-1.28714,-1.43085,-1.56449,-0.50371,-0.00184,-0.05413,35.5,-27.1,27,-36.4,-79.8,8,71.9,52.7,19,44.9,-33.8,-99.3,1.2792,1.1657,#DIV/0!,0.4488,-0.3410,#DIV/0!,-25.6,-95,1.3,-36,-113.7,1.3,10.44,18.69,0.00,17,0.2326,42.5145,4.0901,16.7292,-31.4182,2.0469,4.1897,-102.828,3.2331,10.4531,0.06,0.14,0.25,-55,72,-139,-571,227,59,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,44,3.18272,0,0,0,0,0,0,0,0,0,0.82,2.62,1.05,-173,399,-1,-598,713,720,C
adelmo,1322832874,980325,02/12/2011 13:34,yes,615,127,-41.1,161,18,-2.040236,3.803369,#DIV/0!,0.211689,-2.376910,#DIV/0!,161,18,-2.0,160,17,-2.0,1,1,0.0000,0.1,127,0,0,-40.7,0.2,0,160.4,0.5,0.25,0.11,0.11,-0.11,51,41,-162,165,602,-311,11.5,30.5,-73.3,26,34.5468,3.7863,7.0164,49.23,12.8237,14.1168,199.2852,-54.8041,12.5607,157.7712,0.45,-0.92,1.3,-252,-6,-36,-224,388,515,-0.40570,-0.78941,-0.91938,-0.74767,0.48664,-0.37990,30.5,-28,27,-20.2,-73.3,7,50.7,45.3,20,50.6,-27.1,-98.4,1.2208,0.5518,#DIV/0!,-1.1542,-0.7036,#DIV/0!,-26.3,-94.4,1.2,-37.7,-109.3,1.2,11.4,14.88,0.00,18,0.4507,47.185,4.7198,22.2763,-29.7446,2.695,7.2632,-99.7735,3.2721,10.7064,0.21,0.08,-0.15,-47,85,-146,-550,294,34,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,39,11.54422,0,0,0,0,0,0,0,0,0,0.9,0.82,0.36,41,377,-24,8,693,536,C
adelmo,1322832860,992371,02/12/2011 13:34,yes,619,125,-42.8,166,18,-0.060160,-1.735196,#DIV/0!,-1.395122,0.603769,#DIV/0!,167,18,-0.1,166,17,-0.1,1,1,0.0000,0.2,124.6,0.5,0.2,-43,0.2,0,166.8,0.4,0.18,0.11,0.11,-0.16,49,43,-160,169,601,-312,-84.3,-79.5,80.5,36,93.8944,-7.615,31.2973,979.5185,-39.9689,32.6908,1068.6866,0.5753,32.7716,1073.9783,-0.87,-0.03,0.56,133,-145,-289,551,-145,-423,-1.25179,-0.00484,-1.33312,0.34130,1.04553,0.28718,20.4,80.5,36,-79.5,-31.7,7,99.9,112.2,29,42.7,-32.4,-102.1,0.1275,-0.2378,#DIV/0!,-0.3188,-0.1231,#DIV/0!,-24,-89,0.1,-37.4,-108.2,0.1,13.36,19.16,0.00,17,0.6563,47.9932,4.0839,16.6784,-30.4035,3.0075,9.0449,-98.7143,4.5217,20.4454,0.13,-0.05,-0.1,-53,69,-142,-563,233,102,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,48,60.04683,0,0,0,0,0,0,0,0,0,0.69,2.84,1.57,-256,396,49,-676,605,881,C
charles,1322837881,976274,02/12/2011 14:58,yes,715,117,14.1,-1.86,17,-1.108493,-1.851307,#DIV/0!,-0.557116,-0.475418,#DIV/0!,-1.6,18,-1.1,-3.1,17,-1.1,1.58,1,0.0000,0.2,117.6,0.5,0.3,14.2,0.3,0.1,-1.9,0.3,0.07,0.13,0.13,-0.18,-15,61,-158,27,598,-318,-79.6,-29.8,42,36,34.3983,-74.3686,9.6734,93.5746,-30.0114,1.7108,2.9269,39.0826,13.9861,195.6106,1.49,-0.98,0.74,138,-163,-278,558,-137,-372,1.92617,-0.86232,-0.93222,1.66092,-0.71570,-0.64702,-9.6,53.4,41,-32.3,-38.5,5,22.67,91.9,36,-101.7,-42.6,33.1,4.4338,1.3998,#DIV/0!,0.5521,1.2239,#DIV/0!,12.3,103.8,4.4,-81.2,9.5,4.4,93.54,94.36,0.00,8,2.9025,-94.6092,21.374,456.8472,-46.9681,11.323,128.2114,33.2274,21.1394,446.8733,0.06,0.26,-0.1,-33,-68,26,-466,398,20,26.1,1.2,-70,-1.0925,-0.0073,#DIV/0!,-0.4457,1.2203,#DIV/0!,32.8,176,-1.1,1.2,-180,-1.1,31.6,356,0.00,12,78.6521,9.57886,17.60803,310.04271,21.34914,10.74547,115.4652,-99.02857,28.08914,788.99975,-0.53,0.9,0.11,-43,107,14,-92,725,621,C
charles,1322837883,988322,02/12/2011 14:58,yes,716,118,13.8,-1.67,18,-1.135878,-2.039849,#DIV/0!,-0.670293,-0.221100,#DIV/0!,-1.4,18,-1.1,-2.4,17,-1.1,0.96,1,0.0000,0.3,117.7,0.5,0.2,14,0.2,0.1,-1.8,0.3,0.11,0.08,0.11,-0.18,-17,62,-163,31,601,-337,-33.1,0.22,-59,16,18.0971,-36.6085,3.1507,9.9269,19.0611,7.7478,60.0286,-95.434,15.3454,235.4814,-2.67,0.74,0.82,-143,-18,48,344,228,521,-0.51770,-0.56678,0.69121,-0.72301,0.68604,-1.21842,27.7,-59,33,0.2,-113,16,27.48,54,17,-112.9,-43.2,8.8,0.2254,0.6236,#DIV/0!,0.1297,-0.1140,#DIV/0!,-36.5,35,0.2,-48.7,8.6,0.2,12.18,26.39,0.00,9,0.2655,-108.2528,3.1044,9.6371,-42.4134,2.7162,7.3779,22.1352,5.3526,28.6507,0.11,0.32,-0.23,-38,-82,8,-471,406,7,-52,2.6,147,-0.7327,18.4678,#DIV/0!,0.5590,-4.2907,#DIV/0!,20.1,180,-0.7,-12.6,-178,-0.7,32.7,358,0.00,51,17.81036,-50.71064,1.97927,3.91749,-0.56106,9.63288,92.79238,133.21277,67.85276,4603.99722,-0.72,2.28,-0.05,-379,-324,-12,-348,-452,93,C
charles,1322837884,976315,02/12/2011 14:58,yes,717,118,13.6,-1.04,18,-1.453776,2.949202,#DIV/0!,0.068612,-2.194794,#DIV/0!,-1,18,-1.5,-2.1,17,-1.5,1.06,1,0.0000,0.1,118.3,0.5,0.2,13.8,0.1,0,-1.6,0.3,0.11,0.11,0.13,-0.16,-17,61,-161,28,601,-328,-85.6,-23.8,56.9,41,179.3716,-59.6273,20.2125,408.5444,-21.6127,7.382,54.4944,12.8507,36.6673,1344.4889,0.24,-0.61,0.64,108,-189,-334,419,-189,-462,0.47793,-1.19921,-1.35178,1.22540,-0.41288,-0.16813,-1.9,57,42,-28.8,-55.7,2,26.9,112.7,40,-101.2,-46.2,29.2,1.2043,-0.2572,#DIV/0!,-1.0423,0.2836,#DIV/0!,-36.7,39.5,1.2,-57.7,13.8,1.2,20.99,25.68,0.00,7,0.4286,-105.233,6.2118,38.5865,-43.6175,4.5972,21.1346,25.6517,6.1957,38.3872,-0.03,0.37,0.02,-31,-59,20,-459,410,-3,29,12.2,-61.5,-0.5271,-0.0489,#DIV/0!,-0.7481,1.2207,#DIV/0!,35.1,177,-0.5,4.4,-180,-0.5,30.74,357,0.00,9,125.5111,-11.26318,28.24987,798.05488,25.18614,8.89731,79.16221,-56.96136,117.11715,13716.42661,-0.82,2.25,-0.69,-54,69,27,-179,750,588,C
charles,1322837885,996346,02/12/2011 14:58,yes,718,118,13.9,-1.37,18,-0.960096,8.788808,#DIV/0!,0.432226,-3.231942,#DIV/0!,-1,18,-1.0,-1.7,17,-1.0,0.65,1,0.0000,0.1,118.1,0.3,0.1,13.8,0.1,0,-1.4,0.2,0.04,0.08,0.11,-0.16,-18,61,-162,26,600,-316,-39.5,8.56,-76.4,22,144.3608,-59.7451,18.6782,348.8733,-18.6669,11.7897,138.9978,-3.7469,45.7664,2094.5609,2.01,-1.09,0.56,-210,-27,54,55,260,612,-0.19686,-1.49129,-1.37205,1.12493,-0.11901,-0.00562,8.6,56.8,40,-29,-76.4,4,37.56,133.2,36,-102.9,-50,19,-0.1523,0.1614,#DIV/0!,0.3020,0.7449,#DIV/0!,-38.2,43,-0.2,-51.7,12.3,-0.2,13.55,30.69,0.00,6,0.3067,-104.3034,4.2735,18.2627,-45.964,3.2477,10.5472,23.0737,7.4393,55.3435,0.02,0.26,-0.05,-28,-50,11,-452,415,-8,-34,28.1,-162,-1.3621,-0.0442,#DIV/0!,0.4778,-1.1230,#DIV/0!,34.2,-56.6,-1.4,-1.8,-162,-1.4,35.97,105.4,0.00,31,64.76,18.70667,19.14113,366.38299,13.38941,12.8323,164.6678,-82.92549,32.64352,1065.59914,0.96,-3.44,-0.71,-300,-52,43,-693,230,513,C
charles,1322837887,988292,02/12/2011 14:58,yes,720,120,13.7,0.65,18,-0.225876,12.448567,#DIV/0!,-0.919280,3.732451,#DIV/0!,0.8,19,-0.2,-0.7,18,-0.2,1.48,1,0.0000,0.1,120,0,0,13.7,0.1,0,0.3,0.4,0.17,0.13,0.13,-0.18,-19,62,-165,29,602,-323,-94.1,-23.7,55.1,39,155.4823,-63.3625,24.8795,618.9892,-24.9863,7.0079,49.1113,9.3754,40.2961,1623.7726,0.82,-0.8,0.98,110,-148,-339,434,-119,-468,1.10919,-1.06757,-1.38404,1.12770,-0.50669,-0.15379,-4.7,56.7,42,-33.4,-70.1,3,28.74,126.8,39,-107.5,-37.8,30.4,1.1245,1.0037,#DIV/0!,-0.6507,-0.8692,#DIV/0!,-26.9,58.6,1.1,-64.3,-13.8,1.1,37.41,72.39,0.00,6,0.6698,-100.9047,10.6862,114.1941,-43.3083,7.9176,62.6891,30.9351,13.8595,192.0848,0.03,0.27,0,-21,-50,17,-447,420,-15,1.66,28.2,-110,-1.6669,-1.4501,#DIV/0!,0.0336,-0.7154,#DIV/0!,32,178,-1.7,-14,-177,-1.7,46,355,0.00,28,60.47828,-36.98917,16.14204,260.56558,9.34396,17.23921,297.1902,45.14583,135.33143,18314.5953,-1.08,2.57,-0.08,-250,96,49,-597,671,716,C
charles,1322837888,976308,02/12/2011 14:58,yes,721,120,14.1,1.61,18,0.253748,45.000000,#DIV/0!,-1.168925,6.708204,#DIV/0!,1.7,19,0.3,0.8,18,0.3,0.9,1,0.0000,0,120,0,0,13.8,0.2,0,1.4,0.3,0.06,0.11,0.13,-0.16,-16,62,-162,22,598,-332,-37.1,8.49,-67.2,17,151.2091,-60.1844,21.3738,456.8404,-19.3247,11.482,131.8361,-6.0658,40.0669,1605.3532,2.67,-1.09,0.2,-158,-21,63,164,226,596,0.03786,-1.44893,-1.56502,1.18269,0.07001,0.23926,8.5,54.1,39,-29.2,-67.2,5,37.69,121.3,34,-117.3,-37.1,13.6,-0.5298,0.9053,#DIV/0!,0.1296,1.0185,#DIV/0!,-37.1,33.5,-0.5,-53.8,12.1,-0.5,16.7,21.41,0.00,7,0.2273,-106.8402,4.2725,18.2543,-45.7861,4.2406,17.9828,18.646,4.7224,22.3012,-0.06,0.31,-0.07,-24,-61,9,-457,415,-9,30.7,15.8,-81.7,-0.7752,1.6699,#DIV/0!,0.3218,-1.5265,#DIV/0!,26.8,-68.9,-0.8,-2.7,-106,-0.8,29.51,37.1,0.00,9,28.06364,26.40533,8.62081,74.31837,9.04444,8.2924,68.76394,-77.34222,9.64856,93.09477,0.18,-1.03,-0.1,-49,77,10,-163,739,546,C
charles,1322837889,964296,02/12/2011 14:58,yes,722,120,13.8,2.65,18,-1.011220,3.890039,#DIV/0!,0.536265,0.654305,#DIV/0!,2.7,19,-1.0,1.6,17,-1.0,1.07,2,0.0000,0.2,120,0,0,13.8,0.1,0,2.1,0.3,0.11,0.11,0.11,-0.18,-19,62,-160,28,601,-335,-35.9,20.3,-80.7,27,13.1986,-46.4804,5.4547,29.7541,29.2478,7.4897,56.0959,-99.0152,13.6365,185.9533,-2.5,0.59,0.43,-257,-1,70,-6,283,605,-0.24422,-0.90494,1.09306,-0.80908,0.60446,-1.29670,37.9,-69.6,33,10.5,-114,19,27.4,44.4,14,-108.4,-41.8,23.4,1.4111,-0.6805,#DIV/0!,-0.1896,-0.1897,#DIV/0!,-34.1,36.4,1.4,-64.6,12.5,1.4,30.53,23.88,0.00,7,0.387,-102.9259,5.3881,29.0315,-45.9182,5.8255,33.9368,25.9173,5.8643,34.3895,-0.13,0.31,0.18,-28,-61,16,-465,407,9,-39.7,33,-159,-0.3997,-1.5423,#DIV/0!,-0.8144,0.2576,#DIV/0!,42.6,-82.6,-0.4,16.8,-163,-0.4,25.8,80.4,0.00,42,102.59565,-8.59804,26.64547,709.98115,33.88913,7.55069,57.01299,-128.62609,29.3042,858.73619,-0.08,0.67,0.36,-403,-101,29,-680,190,434,C
